Old_stable_id New_stable_id Change
AGAP001634 AGAP001634 changed
AGAP001635 AGAP001635 changed
AGAP001636 AGAP001636 changed
AGAP001637 AGAP001637 changed
AGAP001638 AGAP001638 changed
AGAP001639 AGAP001639 changed
AGAP001640 AGAP001640 changed
AGAP001641 NULL deleted
AGAP001642 NULL deleted
AGAP001643 AGAP001643 changed
AGAP001644 AGAP001644 changed
AGAP001645 AGAP001645 changed
AGAP001646 AGAP001646 changed
AGAP001647 AGAP001647 unchanged
AGAP001648 AGAP001648 changed
AGAP001649 AGAP001649 changed
AGAP001650 AGAP001650 changed
AGAP001651 AGAP001651 changed
AGAP001652 AGAP001652 changed
AGAP001653 AGAP001653 changed
AGAP001654 AGAP001654 changed
AGAP001655 AGAP001655 changed
AGAP001656 AGAP001656 changed
AGAP001657 AGAP001657 changed
AGAP001658 AGAP001658 changed
AGAP001659 AGAP001659 changed
AGAP001660 AGAP001660 changed
AGAP001661 AGAP001661 changed
AGAP001662 AGAP001662 changed
AGAP001663 NULL deleted
AGAP001664 AGAP001664 unchanged
AGAP001665 AGAP001665 unchanged
AGAP001666 AGAP001666 changed
AGAP001667 AGAP001667 unchanged
AGAP001668 AGAP001668 unchanged
AGAP001669 AGAP001669 changed
AGAP001670 AGAP001670 changed
AGAP001671 AGAP001671 changed
AGAP001672 AGAP001672 changed
AGAP001673 AGAP001673 changed
AGAP001674 AGAP001674 changed
AGAP001675 AGAP001675 changed
AGAP001676 AGAP001676 changed
AGAP001677 AGAP001677 changed
AGAP001678 AGAP001678 changed
AGAP001679 AGAP001679 changed
AGAP001680 AGAP001680 unchanged
AGAP001681 AGAP001681 changed
AGAP001682 AGAP001682 unchanged
AGAP001683 AGAP001683 changed
AGAP001684 AGAP001684 unchanged
AGAP001685 AGAP001685 changed
AGAP001686 AGAP001686 unchanged
AGAP001687 AGAP001687 changed
AGAP001688 AGAP001688 changed
AGAP001689 NULL deleted
AGAP001690 AGAP001690 changed
AGAP001691 NULL deleted
AGAP001692 NULL deleted
AGAP001693 NULL deleted
AGAP001694 AGAP001694 changed
AGAP001695 AGAP001695 changed
AGAP001696 AGAP001696 changed
AGAP001697 AGAP001697 changed
AGAP001698 AGAP001698 changed
AGAP001699 AGAP001699 changed
AGAP001700 AGAP001700 unchanged
AGAP001701 AGAP001701 changed
AGAP001702 AGAP001702 unchanged
AGAP001703 AGAP001703 changed
AGAP001704 AGAP001704 changed
AGAP001705 AGAP001705 changed
AGAP001706 AGAP001706 changed
AGAP001707 AGAP001707 changed
AGAP001708 AGAP001708 changed
AGAP001709 NULL deleted
AGAP001710 AGAP001710 changed
AGAP001711 AGAP001711 changed
AGAP001712 AGAP001712 changed
AGAP001713 AGAP001713 changed
AGAP001714 AGAP001714 unchanged
AGAP001715 AGAP001715 changed
AGAP001716 AGAP001716 unchanged
AGAP001717 AGAP001717 changed
AGAP001718 AGAP001718 changed
AGAP001719 AGAP001719 unchanged
AGAP001720 AGAP001720 changed
AGAP001721 AGAP001721 changed
AGAP001722 AGAP001722 unchanged
AGAP001723 AGAP001723 unchanged
AGAP001724 AGAP001724 changed
AGAP001725 AGAP001725 changed
AGAP001726 AGAP001726 changed
AGAP001727 AGAP001727 unchanged
AGAP001728 AGAP001728 changed
AGAP001729 AGAP001729 changed
AGAP001730 AGAP001730 changed
AGAP001731 AGAP001731 changed
AGAP001732 AGAP001732 changed
AGAP001733 AGAP001733 changed
AGAP001734 AGAP001734 unchanged
AGAP001735 AGAP001735 unchanged
AGAP001736 AGAP001736 changed
AGAP001737 AGAP001737 changed
AGAP001738 AGAP001738 changed
AGAP001739 AGAP001739 changed
AGAP001740 AGAP001740 changed
AGAP001741 AGAP001741 changed
AGAP001742 AGAP001742 changed
AGAP001743 AGAP001743 changed
AGAP001744 AGAP001744 changed
AGAP001745 AGAP001745 changed
AGAP001746 AGAP001746 changed
AGAP001747 AGAP001747 changed
AGAP001748 AGAP001748 changed
AGAP001749 AGAP001749 changed
AGAP001750 AGAP001750 unchanged
AGAP001751 AGAP001751 changed
AGAP001752 AGAP001752 changed
AGAP001753 AGAP001753 changed
AGAP001754 AGAP001754 changed
AGAP001755 NULL deleted
AGAP001756 AGAP001756 changed
AGAP001757 AGAP001757 changed
AGAP001758 NULL deleted
AGAP001759 AGAP001759 changed
AGAP001760 AGAP001760 changed
AGAP001761 AGAP001761 changed
AGAP001762 AGAP001762 changed
AGAP001763 AGAP001763 changed
AGAP001764 AGAP001764 changed
AGAP001765 AGAP001765 changed
AGAP001766 AGAP001766 changed
AGAP001767 AGAP001767 changed
AGAP001768 AGAP001768 changed
AGAP001769 AGAP001769 changed
AGAP001770 NULL deleted
AGAP001771 NULL deleted
AGAP001772 NULL deleted
AGAP001773 AGAP001773 changed
AGAP001774 AGAP001774 changed
AGAP001775 AGAP001775 changed
AGAP001776 AGAP001776 unchanged
AGAP001777 AGAP001777 unchanged
AGAP001778 AGAP001778 changed
AGAP001779 AGAP001779 changed
AGAP001780 AGAP001780 changed
AGAP001781 AGAP001781 changed
AGAP001782 AGAP001782 changed
AGAP001783 AGAP001783 changed
AGAP001784 NULL deleted
AGAP001785 NULL deleted
AGAP001786 AGAP001786 changed
AGAP001787 AGAP001787 changed
AGAP001788 AGAP001788 changed
AGAP001789 AGAP001789 unchanged
AGAP001790 AGAP001790 changed
AGAP001791 AGAP001791 changed
AGAP001792 AGAP001792 changed
AGAP001793 AGAP001793 changed
AGAP001794 AGAP001794 changed
AGAP001795 AGAP001795 changed
AGAP001796 AGAP001796 changed
AGAP001797 AGAP001797 changed
AGAP001798 AGAP001798 changed
AGAP001799 AGAP001799 changed
AGAP001800 AGAP001800 changed
AGAP001801 AGAP001801 changed
AGAP001802 AGAP001802 changed
AGAP001803 AGAP001803 changed
AGAP001804 AGAP001804 changed
AGAP001805 AGAP001805 changed
AGAP001806 AGAP001806 changed
AGAP001807 AGAP001807 changed
AGAP001808 NULL deleted
AGAP001809 AGAP001809 changed
AGAP001810 AGAP001810 changed
AGAP001811 AGAP001811 changed
AGAP001812 AGAP001812 changed
AGAP001813 AGAP001813 changed
AGAP001814 AGAP001814 changed
AGAP001815 AGAP001815 changed
AGAP001816 AGAP001816 unchanged
AGAP001817 AGAP001817 unchanged
AGAP001818 AGAP001818 changed
AGAP001819 AGAP001819 changed
AGAP001820 AGAP001820 changed
AGAP001821 AGAP001821 changed
AGAP001822 AGAP001822 changed
AGAP001823 AGAP001823 changed
AGAP001824 AGAP001824 changed
AGAP001825 AGAP001825 changed
AGAP001826 AGAP001826 changed
AGAP001827 AGAP001827 changed
AGAP001828 AGAP001828 changed
AGAP001829 AGAP001829 unchanged
AGAP001830 AGAP001830 unchanged
AGAP001831 AGAP001831 unchanged
AGAP001832 AGAP001832 unchanged
AGAP001833 AGAP001833 unchanged
AGAP001834 AGAP001834 unchanged
AGAP001835 AGAP001835 unchanged
AGAP001836 AGAP001836 unchanged
AGAP001837 AGAP001837 unchanged
AGAP001838 AGAP001838 unchanged
AGAP001839 AGAP001839 unchanged
AGAP001840 AGAP001840 unchanged
AGAP001841 AGAP001841 unchanged
AGAP001842 AGAP001842 unchanged
AGAP001843 AGAP001843 unchanged
AGAP001844 AGAP001844 unchanged
AGAP001845 AGAP001845 unchanged
AGAP001846 AGAP001846 unchanged
AGAP001847 AGAP001847 unchanged
AGAP001848 AGAP001848 unchanged
AGAP001849 AGAP001849 unchanged
AGAP001850 AGAP001850 unchanged
AGAP001851 AGAP001851 unchanged
AGAP001852 AGAP001852 unchanged
AGAP001853 AGAP001853 unchanged
AGAP001854 AGAP001854 changed
AGAP001855 NULL deleted
AGAP001856 AGAP001856 changed
AGAP001857 NULL deleted
AGAP001858 AGAP001858 changed
AGAP001859 AGAP001859 changed
AGAP001860 NULL deleted
AGAP001861 AGAP001861 changed
AGAP001862 AGAP001862 unchanged
AGAP001863 AGAP001863 changed
AGAP001864 AGAP001864 changed
AGAP001864 AGAP013305 unchanged
AGAP001865 AGAP001865 changed
AGAP001866 AGAP001866 changed
AGAP001867 AGAP001867 changed
AGAP001868 NULL deleted
AGAP001869 NULL deleted
AGAP001870 AGAP001870 changed
AGAP001871 AGAP001871 changed
AGAP001872 AGAP001872 changed
AGAP001873 AGAP001873 changed
AGAP001874 AGAP001874 changed
AGAP001875 NULL deleted
AGAP001876 NULL deleted
AGAP001877 AGAP001877 changed
AGAP001878 AGAP001878 changed
AGAP001879 AGAP001879 changed
AGAP001880 AGAP001880 unchanged
AGAP001881 AGAP001881 changed
AGAP001882 AGAP001882 unchanged
AGAP001883 AGAP001883 changed
AGAP001884 AGAP001884 changed
AGAP001885 AGAP001885 changed
AGAP001886 AGAP001886 changed
AGAP001887 AGAP001887 changed
AGAP001888 AGAP001888 changed
AGAP001889 AGAP001889 changed
AGAP001890 AGAP001890 changed
AGAP001891 AGAP001891 changed
AGAP001892 AGAP001892 changed
AGAP001893 AGAP001893 unchanged
AGAP001894 AGAP001894 changed
AGAP001895 AGAP001895 changed
AGAP001896 AGAP001896 unchanged
AGAP001897 AGAP001897 changed
AGAP001898 AGAP001898 changed
AGAP001899 AGAP001899 unchanged
AGAP001900 AGAP001900 changed
AGAP001901 AGAP001901 changed
AGAP001902 AGAP001902 changed
AGAP001903 AGAP001903 changed
AGAP001904 NULL deleted
AGAP001905 AGAP001905 changed
AGAP001906 NULL deleted
AGAP001907 AGAP001907 changed
AGAP001908 AGAP001908 changed
AGAP001909 AGAP001909 changed
AGAP001910 AGAP001910 changed
AGAP001911 AGAP001911 changed
AGAP001912 AGAP001912 unchanged
AGAP001913 AGAP001913 changed
AGAP001914 AGAP001914 changed
AGAP001915 AGAP001915 changed
AGAP001916 AGAP001916 changed
AGAP001917 AGAP001917 changed
AGAP001918 AGAP001918 changed
AGAP001919 AGAP001919 changed
AGAP001920 AGAP001920 unchanged
AGAP001921 AGAP001921 unchanged
AGAP001922 AGAP001922 unchanged
AGAP001923 AGAP001923 changed
AGAP001924 AGAP001924 changed
AGAP001925 AGAP001925 changed
AGAP001926 AGAP001926 unchanged
AGAP001927 AGAP001927 unchanged
AGAP001928 AGAP001928 changed
AGAP001929 AGAP001929 changed
AGAP001930 AGAP001930 changed
AGAP001931 AGAP001931 unchanged
AGAP001932 AGAP001932 changed
AGAP001933 AGAP001933 changed
AGAP001934 AGAP001934 changed
AGAP001935 AGAP001935 changed
AGAP001936 AGAP001936 changed
AGAP001937 AGAP001937 changed
AGAP001938 AGAP001938 changed
AGAP001939 AGAP001939 unchanged
AGAP001940 AGAP001940 changed
AGAP001941 AGAP001941 changed
AGAP001942 AGAP001942 changed
AGAP001943 AGAP001943 changed
AGAP001944 AGAP001944 changed
AGAP001945 AGAP001945 changed
AGAP001946 AGAP001946 changed
AGAP001947 AGAP001947 changed
AGAP001948 AGAP001948 unchanged
AGAP001949 AGAP001949 changed
AGAP001950 AGAP001950 changed
AGAP001951 AGAP001951 changed
AGAP001952 AGAP001952 changed
AGAP001953 AGAP001953 changed
AGAP001954 AGAP001954 changed
AGAP001955 AGAP001955 changed
AGAP001956 AGAP001956 changed
AGAP001957 AGAP001957 changed
AGAP001958 AGAP001958 changed
AGAP001959 AGAP001959 changed
AGAP001960 AGAP001960 changed
AGAP001961 AGAP001961 changed
AGAP001962 AGAP001962 changed
AGAP001963 AGAP001963 unchanged
AGAP001964 AGAP001964 changed
AGAP001965 AGAP001965 changed
AGAP001966 AGAP001966 changed
AGAP001967 AGAP001967 changed
AGAP001968 AGAP001968 changed
AGAP001969 AGAP001969 changed
AGAP001970 AGAP001970 changed
AGAP001971 AGAP001971 changed
AGAP001972 AGAP001972 changed
AGAP001973 AGAP001973 changed
AGAP001974 AGAP001974 changed
AGAP001975 AGAP001975 unchanged
AGAP001976 AGAP001976 changed
AGAP001977 NULL deleted
AGAP001978 AGAP001978 changed
AGAP001979 AGAP001979 changed
AGAP001980 AGAP001980 changed
AGAP001981 AGAP001981 changed
AGAP001982 AGAP001982 changed
AGAP001983 AGAP001983 changed
AGAP001984 AGAP001984 unchanged
AGAP001985 AGAP001985 changed
AGAP001986 AGAP001986 changed
AGAP001987 AGAP001987 changed
AGAP001988 AGAP001988 changed
AGAP001989 AGAP001989 changed
AGAP001990 AGAP001990 changed
AGAP001991 AGAP001991 unchanged
AGAP001992 NULL deleted
AGAP001993 AGAP001993 changed
AGAP001994 AGAP001994 changed
AGAP001995 AGAP001995 changed
AGAP001996 AGAP001996 changed
AGAP001997 AGAP001997 changed
AGAP001998 AGAP001998 unchanged
AGAP001999 AGAP001999 changed
AGAP002000 AGAP002000 unchanged
AGAP002001 NULL deleted
AGAP002002 AGAP002002 changed
AGAP002003 AGAP002003 changed
AGAP002004 AGAP002004 changed
AGAP002005 AGAP002005 changed
AGAP002006 AGAP002006 changed
AGAP002007 AGAP002007 changed
AGAP002008 AGAP002008 changed
AGAP002009 AGAP002009 changed
AGAP002010 AGAP002010 changed
AGAP002011 AGAP002011 changed
AGAP002012 AGAP002012 changed
AGAP002013 AGAP002013 changed
AGAP002014 AGAP002014 changed
AGAP002015 AGAP002015 changed
AGAP002016 AGAP002016 changed
AGAP002017 AGAP002017 changed
AGAP002018 AGAP002018 changed
AGAP002019 AGAP002019 changed
AGAP002020 AGAP002020 changed
AGAP002021 AGAP002021 changed
AGAP002022 AGAP002022 changed
AGAP002023 AGAP002023 changed
AGAP002024 AGAP002024 changed
AGAP002025 AGAP002025 changed
AGAP002026 AGAP002026 changed
AGAP002027 NULL deleted
AGAP002028 AGAP002028 changed
AGAP002029 NULL deleted
AGAP002030 AGAP002030 changed
AGAP002031 AGAP002031 unchanged
AGAP002032 AGAP002032 changed
AGAP002033 AGAP002033 changed
AGAP002034 NULL deleted
AGAP002035 AGAP002035 changed
AGAP002036 AGAP002036 changed
AGAP002037 AGAP002037 changed
AGAP002038 AGAP002038 unchanged
AGAP002039 AGAP002039 changed
AGAP002040 AGAP002040 changed
AGAP002041 AGAP002041 changed
AGAP002042 NULL deleted
AGAP002043 AGAP002043 changed
AGAP002044 AGAP002044 unchanged
AGAP002045 AGAP002045 changed
AGAP002046 AGAP002046 changed
AGAP002047 AGAP002047 changed
AGAP002048 AGAP002048 changed
AGAP002049 AGAP002049 unchanged
AGAP002050 AGAP002050 changed
AGAP002051 AGAP002051 changed
AGAP002052 AGAP002052 changed
AGAP002053 AGAP002053 changed
AGAP002054 AGAP002054 changed
AGAP002055 AGAP002055 unchanged
AGAP002056 AGAP002056 changed
AGAP002057 NULL deleted
AGAP002058 AGAP002058 changed
AGAP002059 AGAP002059 changed
AGAP002060 AGAP002060 changed
AGAP002061 AGAP002061 changed
AGAP002062 AGAP002062 unchanged
AGAP002063 AGAP002063 changed
AGAP002064 AGAP002064 changed
AGAP002065 AGAP002065 changed
AGAP002066 AGAP002066 changed
AGAP002067 AGAP002067 changed
AGAP002068 AGAP002068 changed
AGAP002069 AGAP002069 changed
AGAP002070 AGAP002070 changed
AGAP002071 AGAP002071 changed
AGAP002072 AGAP002072 changed
AGAP002073 AGAP002073 changed
AGAP002074 AGAP002074 changed
AGAP002075 AGAP002075 changed
AGAP002076 AGAP002076 changed
AGAP002077 AGAP002077 changed
AGAP002078 AGAP002078 changed
AGAP002079 AGAP002079 changed
AGAP002080 AGAP002080 changed
AGAP002081 AGAP002081 changed
AGAP002082 AGAP002082 changed
AGAP002083 AGAP002083 changed
AGAP002084 AGAP002084 changed
AGAP002085 AGAP002085 changed
AGAP002086 AGAP002086 changed
AGAP002087 AGAP002087 unchanged
AGAP002088 AGAP002088 changed
AGAP002089 AGAP002089 changed
AGAP002090 AGAP002090 changed
AGAP002091 AGAP002091 changed
AGAP002092 AGAP002092 changed
AGAP002093 AGAP002093 changed
AGAP002094 AGAP002094 changed
AGAP002095 AGAP002095 changed
AGAP002096 NULL deleted
AGAP002097 AGAP002097 changed
AGAP002098 AGAP002098 unchanged
AGAP002099 AGAP002099 changed
AGAP002100 AGAP002100 changed
AGAP002101 AGAP002101 unchanged
AGAP002102 AGAP002102 unchanged
AGAP002103 NULL deleted
AGAP002104 AGAP002104 changed
AGAP002105 AGAP002105 changed
AGAP002106 AGAP002106 unchanged
AGAP002107 AGAP002107 changed
AGAP002108 AGAP002108 changed
AGAP002109 AGAP002109 changed
AGAP002110 AGAP002110 unchanged
AGAP002111 AGAP002111 unchanged
AGAP002112 AGAP002112 unchanged
AGAP002113 AGAP002113 changed
AGAP002114 AGAP002114 changed
AGAP002115 AGAP002115 changed
AGAP002116 AGAP002116 changed
AGAP002117 AGAP002117 unchanged
AGAP002118 AGAP002118 unchanged
AGAP002119 AGAP002119 changed
AGAP002120 AGAP002120 unchanged
AGAP002121 AGAP002121 unchanged
AGAP002122 AGAP002122 unchanged
AGAP002123 AGAP002123 changed
AGAP002124 AGAP002124 changed
AGAP002125 AGAP002125 changed
AGAP002126 AGAP002126 unchanged
AGAP002127 AGAP002127 unchanged
AGAP002128 AGAP002128 changed
AGAP002129 AGAP002129 changed
AGAP002130 AGAP002130 changed
AGAP002131 AGAP002131 changed
AGAP002132 AGAP002132 changed
AGAP002133 AGAP002133 unchanged
AGAP002134 AGAP002134 changed
AGAP002135 AGAP002135 changed
AGAP002136 AGAP002136 changed
AGAP002137 AGAP002137 changed
AGAP002138 AGAP002138 changed
AGAP002139 AGAP002139 unchanged
AGAP002140 AGAP002140 unchanged
AGAP002141 AGAP002141 changed
AGAP002142 AGAP002142 changed
AGAP002143 AGAP002143 changed
AGAP002144 AGAP002144 unchanged
AGAP002145 AGAP002145 changed
AGAP002146 AGAP002146 changed
AGAP002147 AGAP002147 changed
AGAP002148 NULL deleted
AGAP002149 AGAP002149 changed
AGAP002150 AGAP002150 changed
AGAP002151 AGAP002151 changed
AGAP002152 AGAP002152 unchanged
AGAP002153 AGAP002153 changed
AGAP002154 AGAP002154 changed
AGAP002155 AGAP002155 changed
AGAP002156 AGAP002156 changed
AGAP002157 AGAP002157 changed
AGAP002158 NULL deleted
AGAP002159 AGAP002159 changed
AGAP002160 NULL deleted
AGAP002161 AGAP002161 changed
AGAP002162 AGAP002162 changed
AGAP002163 AGAP002163 unchanged
AGAP002164 AGAP002164 unchanged
AGAP002165 AGAP002165 changed
AGAP002166 AGAP002166 changed
AGAP002167 AGAP002167 changed
AGAP002168 AGAP002168 changed
AGAP002169 AGAP002169 changed
AGAP002170 AGAP002170 changed
AGAP002171 AGAP002171 changed
AGAP002172 AGAP002172 changed
AGAP002173 AGAP002173 changed
AGAP002174 AGAP002174 changed
AGAP002175 AGAP002175 changed
AGAP002176 AGAP002176 changed
AGAP002177 AGAP002177 changed
AGAP002178 AGAP002178 changed
AGAP002179 NULL deleted
AGAP002180 NULL deleted
AGAP002181 AGAP002181 changed
AGAP002182 AGAP002182 changed
AGAP002183 AGAP002183 changed
AGAP002184 AGAP002184 changed
AGAP002185 AGAP002185 changed
AGAP002186 AGAP002186 changed
AGAP002187 NULL deleted
AGAP002188 AGAP002188 changed
AGAP002189 AGAP002189 unchanged
AGAP002190 AGAP002190 changed
AGAP002191 AGAP002191 changed
AGAP002192 AGAP002192 changed
AGAP002193 AGAP002193 changed
AGAP002194 AGAP002194 changed
AGAP002195 AGAP002195 changed
AGAP002196 AGAP002196 changed
AGAP002197 AGAP002197 changed
AGAP002198 AGAP002198 changed
AGAP002199 AGAP002199 changed
AGAP002200 AGAP002200 changed
AGAP002201 NULL deleted
AGAP002202 AGAP002202 changed
AGAP002203 AGAP002203 changed
AGAP002204 AGAP002204 changed
AGAP002205 AGAP002205 changed
AGAP002206 AGAP002206 changed
AGAP002207 AGAP002207 changed
AGAP002208 AGAP002208 changed
AGAP002209 AGAP002209 changed
AGAP002210 AGAP002210 unchanged
AGAP002211 AGAP002208 changed
AGAP002211 AGAP002211 changed
AGAP002212 AGAP002212 changed
AGAP002213 NULL deleted
AGAP002214 AGAP002214 changed
AGAP002215 AGAP002215 changed
AGAP002216 AGAP002216 changed
AGAP002217 AGAP002217 changed
AGAP002218 AGAP002218 changed
AGAP002219 AGAP002219 changed
AGAP002220 AGAP002220 changed
AGAP002221 AGAP002221 changed
AGAP002222 AGAP002222 changed
AGAP002223 AGAP002223 unchanged
AGAP002224 AGAP002224 changed
AGAP002225 NULL deleted
AGAP002226 AGAP002226 changed
AGAP002227 AGAP002227 changed
AGAP002228 AGAP002228 changed
AGAP002229 AGAP002229 changed
AGAP002230 NULL deleted
AGAP002231 AGAP002231 changed
AGAP002232 AGAP002232 changed
AGAP002233 AGAP002233 changed
AGAP002234 AGAP002234 changed
AGAP002235 AGAP002235 unchanged
AGAP002236 AGAP002236 changed
AGAP002237 NULL deleted
AGAP002238 AGAP002238 changed
AGAP002239 AGAP002239 changed
AGAP002240 AGAP002240 changed
AGAP002241 AGAP002241 changed
AGAP002242 AGAP002242 changed
AGAP002243 AGAP002243 changed
AGAP002244 AGAP002244 changed
AGAP002245 AGAP002245 changed
AGAP002246 AGAP002246 changed
AGAP002247 AGAP002247 changed
AGAP002248 AGAP002248 unchanged
AGAP002249 NULL deleted
AGAP002250 AGAP002250 changed
AGAP002251 AGAP002251 unchanged
AGAP002252 AGAP002252 changed
AGAP002253 AGAP002253 changed
AGAP002254 AGAP002254 changed
AGAP002255 AGAP002255 changed
AGAP002256 AGAP002256 changed
AGAP002257 AGAP002257 changed
AGAP002258 AGAP002258 changed
AGAP002259 AGAP002259 changed
AGAP002260 AGAP002260 changed
AGAP002261 AGAP002261 changed
AGAP002262 AGAP002262 changed
AGAP002263 AGAP002263 changed
AGAP002264 AGAP002264 changed
AGAP002265 AGAP002265 changed
AGAP002266 AGAP002266 changed
AGAP002267 NULL deleted
AGAP002268 AGAP002268 changed
AGAP002269 AGAP002269 changed
AGAP002270 AGAP002270 changed
AGAP002271 NULL deleted
AGAP002272 AGAP002272 changed
AGAP002273 AGAP002272 changed
AGAP002273 AGAP002273 changed
AGAP002274 AGAP002274 changed
AGAP002275 AGAP002275 changed
AGAP002276 AGAP002276 changed
AGAP002277 AGAP002277 changed
AGAP002278 AGAP002278 changed
AGAP002279 AGAP002279 changed
AGAP002280 AGAP002280 changed
AGAP002281 AGAP002281 changed
AGAP002282 AGAP002282 changed
AGAP002283 AGAP002283 changed
AGAP002284 AGAP002284 changed
AGAP002285 AGAP002285 changed
AGAP002286 AGAP002286 changed
AGAP002287 AGAP002287 changed
AGAP002288 AGAP002288 changed
AGAP002289 AGAP002289 changed
AGAP002290 AGAP002290 changed
AGAP002291 AGAP002291 changed
AGAP002292 AGAP002292 changed
AGAP002293 AGAP002293 unchanged
AGAP002294 AGAP002294 changed
AGAP002295 AGAP002295 changed
AGAP002296 AGAP002296 changed
AGAP002297 AGAP002297 unchanged
AGAP002298 AGAP002298 changed
AGAP002299 AGAP002299 unchanged
AGAP002300 AGAP002300 changed
AGAP002301 AGAP002301 unchanged
AGAP002302 AGAP002302 changed
AGAP002303 AGAP002303 changed
AGAP002304 AGAP002304 changed
AGAP002305 AGAP002305 changed
AGAP002306 AGAP002306 changed
AGAP002307 AGAP002307 unchanged
AGAP002308 AGAP002308 changed
AGAP002309 AGAP002309 changed
AGAP002310 AGAP002310 changed
AGAP002311 NULL deleted
AGAP002312 AGAP002312 changed
AGAP002313 AGAP002313 changed
AGAP002314 AGAP002314 changed
AGAP002315 AGAP002315 changed
AGAP002316 AGAP002316 changed
AGAP002317 AGAP002317 changed
AGAP002318 AGAP002318 changed
AGAP002319 NULL deleted
AGAP002320 AGAP002320 changed
AGAP002321 AGAP002321 changed
AGAP002322 AGAP002322 changed
AGAP002323 AGAP002323 changed
AGAP002324 AGAP002324 changed
AGAP002325 AGAP002325 changed
AGAP002326 AGAP002326 unchanged
AGAP002327 AGAP002327 changed
AGAP002328 AGAP002328 changed
AGAP002329 AGAP002329 changed
AGAP002330 AGAP002330 changed
AGAP002331 AGAP002331 changed
AGAP002332 AGAP002332 changed
AGAP002333 AGAP002333 changed
AGAP002334 AGAP002334 changed
AGAP002335 AGAP002335 changed
AGAP002336 AGAP002336 changed
AGAP002337 AGAP002337 changed
AGAP002338 AGAP002338 changed
AGAP002339 AGAP002339 changed
AGAP002340 AGAP002340 changed
AGAP002341 AGAP002341 changed
AGAP002342 AGAP002342 changed
AGAP002343 NULL deleted
AGAP002344 AGAP002344 changed
AGAP002345 AGAP002345 unchanged
AGAP002346 AGAP002346 changed
AGAP002347 AGAP002347 changed
AGAP002348 AGAP002348 changed
AGAP002349 AGAP002349 unchanged
AGAP002350 AGAP002350 changed
AGAP002351 AGAP002351 changed
AGAP002352 AGAP002352 changed
AGAP002353 AGAP002353 changed
AGAP002354 AGAP002354 changed
AGAP002355 AGAP002355 changed
AGAP002356 AGAP002356 changed
AGAP002357 AGAP002357 changed
AGAP002358 AGAP002358 changed
AGAP002359 AGAP002359 changed
AGAP002360 AGAP002360 changed
AGAP002361 AGAP002361 unchanged
AGAP002362 AGAP002362 changed
AGAP002363 AGAP002363 changed
AGAP002364 AGAP002364 changed
AGAP002365 AGAP002365 changed
AGAP002366 AGAP002366 changed
AGAP002367 AGAP002367 changed
AGAP002368 AGAP002368 unchanged
AGAP002369 AGAP002369 changed
AGAP002370 AGAP002370 changed
AGAP002371 AGAP002371 changed
AGAP002372 AGAP002372 changed
AGAP002373 NULL deleted
AGAP002374 AGAP002374 changed
AGAP002375 AGAP002375 unchanged
AGAP002376 AGAP002376 changed
AGAP002377 AGAP002377 changed
AGAP002378 AGAP002378 changed
AGAP002379 AGAP002379 changed
AGAP002380 NULL deleted
AGAP002381 AGAP002381 changed
AGAP002382 AGAP002382 changed
AGAP002383 AGAP002383 unchanged
AGAP002384 AGAP002384 changed
AGAP002385 AGAP002385 changed
AGAP002386 AGAP002386 changed
AGAP002387 AGAP002387 changed
AGAP002388 AGAP002388 changed
AGAP002389 AGAP002389 unchanged
AGAP002390 AGAP002390 unchanged
AGAP002391 AGAP002391 changed
AGAP002392 AGAP002392 changed
AGAP002393 AGAP002393 changed
AGAP002394 AGAP002394 changed
AGAP002395 AGAP002395 changed
AGAP002396 AGAP002396 changed
AGAP002397 AGAP002397 changed
AGAP002398 AGAP002398 changed
AGAP002399 AGAP002399 changed
AGAP002400 AGAP002400 changed
AGAP002401 AGAP002401 changed
AGAP002402 AGAP002402 changed
AGAP002403 AGAP002403 changed
AGAP002404 AGAP002404 changed
AGAP002405 AGAP002405 changed
AGAP002406 AGAP002406 changed
AGAP002407 AGAP002407 unchanged
AGAP002408 AGAP002408 changed
AGAP002409 AGAP002409 unchanged
AGAP002410 NULL deleted
AGAP002411 AGAP002411 changed
AGAP002412 AGAP002412 changed
AGAP002413 AGAP002413 changed
AGAP002414 AGAP002414 changed
AGAP002415 AGAP002415 changed
AGAP002416 AGAP002416 changed
AGAP002417 AGAP002417 changed
AGAP002418 AGAP002418 changed
AGAP002419 AGAP002419 changed
AGAP002420 AGAP002420 changed
AGAP002421 AGAP002421 changed
AGAP002422 AGAP002422 unchanged
AGAP002423 AGAP002423 changed
AGAP002424 AGAP002424 changed
AGAP002425 AGAP002425 changed
AGAP002426 AGAP002426 changed
AGAP002427 AGAP002427 changed
AGAP002428 AGAP002428 changed
AGAP002429 AGAP002429 unchanged
AGAP002430 AGAP002430 changed
AGAP002431 AGAP002431 changed
AGAP002432 AGAP002432 changed
AGAP002433 AGAP002433 changed
AGAP002434 AGAP002434 changed
AGAP002435 AGAP002435 changed
AGAP002436 AGAP002436 changed
AGAP002437 AGAP002437 changed
AGAP002438 AGAP002438 changed
AGAP002439 AGAP002439 changed
AGAP002440 AGAP002440 changed
AGAP002441 AGAP002441 changed
AGAP002442 AGAP002442 changed
AGAP002443 AGAP002443 changed
AGAP002444 AGAP002444 unchanged
AGAP002445 AGAP002445 unchanged
AGAP002446 AGAP002446 changed
AGAP002447 AGAP002447 unchanged
